opportunity_id,product,account,deal_stage,close_date,close_value
4QP55BTO,GTX Basic,Globex Corporation,Won,2017-06-16,614.0
G6X1B2K5,GTX Basic,Rangreen,Won,2017-09-13,532.0
0YCAS0B9,GTX Plus Pro,Finhigh,Won,2017-08-27,6096.0
6UZVABQR,GTX Basic,Hottechi,Won,2017-08-17,486.0
9NTDQ8ZC,GTX Basic,Funholding,Won,2017-08-17,566.0
FCCI80H2,MG Special,Singletechno,Lost,2017-06-22,0.0
ALQRAPZR,GTX Plus Basic,Green-Plus,Won,2017-06-16,923.0
7SPRU76Q,GTXPro,Hottechi,Won,2017-09-30,4744.0
JEMEGXUG,GTX Basic,Warephase,Won,2017-08-19,517.0
GVHIFUN1,GTX Plus Basic,Zumgoity,Won,2017-06-14,881.0
RBB3C85Q,GTXPro,Gogozoom,Won,2017-06-24,4272.0
WFP9J5J7,GTXPro,Finjob,Lost,2017-08-26,0.0
8I4915WD,GTX Plus Basic,Lexiqvolax,Won,2017-09-02,805.0
S2J63YRV,MG Special,,Engaging,,
L831D7DF,MG Special,Funholding,Lost,2017-08-18,0.0
839DCVT2,MG Special,Codehow,Won,2017-09-13,55.0
D17T8PTH,GTX Basic,,Engaging,,
EJ0EF8S1,GTX Basic,Sunnamplex,Won,2017-06-15,507.0
0ORRC53X,GTX Basic,Finjob,Won,2017-09-08,520.0
3QTN3F5T,MG Advanced,Isdom,Won,2017-08-15,3470.0
SY6BWRRO,GTXPro,Vehement Capital Partners,Lost,2017-08-14,0.0
JW5SYMNS,GTX Plus Basic,Zotware,Won,2017-08-22,1176.0
FHM7LYZ3,MG Special,,Engaging,,
REO3FMSB,MG Advanced,Massive Dynamic,Engaging,,
BJJQSJD8,GTX Plus Basic,Zotware,Engaging,,
VP2CW520,GTX Plus Basic,Treequote,Lost,2017-08-26,0.0
2F0RUQ0B,GTXPro,Zotware,Won,2017-08-02,4517.0
XUP62FUM,GTX Plus Pro,Rantouch,Won,2017-08-16,5125.0
T56J7ES7,GTX Plus Basic,Nam-zim,Engaging,,
MUIT1E0M,GTXPro,Kan-code,Won,2017-06-19,5339.0
D7XNUYJD,GTXPro,Plusstrip,Lost,2017-08-19,0.0
ORG6MXKF,GTX Plus Basic,Condax,Won,2017-06-26,1135.0
VS4UFFLH,MG Special,Kan-code,Won,2017-09-05,52.0
VUYQCXTY,GTX Plus Basic,Bioholding,Won,2017-08-04,1017.0
YFJKP42F,MG Advanced,Codehow,Won,2017-06-27,3681.0
OES8ZX7B,GTX Plus Basic,Rundofase,Lost,2017-08-04,0.0
V9FD3EYK,GTXPro,Mathtouch,Won,2017-09-22,4370.0
3C9CWV6J,MG Advanced,Iselectrics,Won,2017-06-14,3772.0
NDGQ0H91,MG Advanced,Sumace,Won,2017-06-28,2871.0
OU9O62Y7,GTX Plus Pro,Cancity,Won,2017-08-04,4749.0
LFQCLMMG,MG Special,Ganjaflex,Lost,2017-08-27,0.0
3ZG0719M,GTX Plus Basic,Ron-tech,Won,2017-08-26,1075.0
EMIAKHPF,GTX Plus Pro,Kinnamplus,Won,2017-09-21,5051.0
GG85QBTM,GTK 500,Lexiqvolax,Engaging,,
MKEVYIDI,GTX Plus Basic,Isdom,Won,2017-06-17,834.0
IFNT8NLL,MG Special,Green-Plus,Lost,2017-08-07,0.0
EWRVDN3U,MG Advanced,Toughzap,Lost,2017-09-19,0.0
WEGC0W05,MG Special,Rangreen,Won,2017-06-19,54.0
HZ283240,GTX Basic,Streethex,Lost,2017-09-07,0.0
3J1W4LM0,GTX Basic,Domzoom,Won,2017-06-21,527.0
1RIY3IBH,MG Advanced,Globex Corporation,Won,2017-06-12,2724.0
6NZH6X7G,GTX Plus Pro,Betasoloin,Lost,2017-06-21,0.0
DJ2GWNGZ,GTX Basic,Kinnamplus,Won,2017-09-05,551.0
LC2RIMSX,GTXPro,Vehement Capital Partners,Engaging,,
S02S3TVE,GTX Plus Basic,Plusstrip,Won,2017-06-21,1118.0
34YT99YN,GTX Plus Pro,Dalttechnology,Won,2017-08-23,6094.0
N33B6LND,MG Special,Gekko & Co,Lost,2017-08-22,0.0
RUAU1ORD,GTX Basic,,Engaging,,
C7NBDKVV,GTX Basic,Nam-zim,Won,2017-08-06,556.0
9YVSYSE8,GTX Basic,Globex Corporation,Lost,2017-09-16,0.0
VUF34IPC,MG Special,Rangreen,Won,2017-09-13,49.0
ONUWPAJM,GTX Plus Basic,Silis,Lost,2017-09-11,0.0
A50JWKFS,GTX Plus Basic,Streethex,Won,2017-09-25,1001.0
JP72AC6I,MG Advanced,The New York Inquirer,Won,2017-09-16,3777.0
9SZTURAF,GTX Plus Basic,Initech,Won,2017-08-17,892.0
LB8UE159,GTX Plus Pro,Iselectrics,Won,2017-06-19,5353.0
QYWZZ16B,GTXPro,Betatech,Won,2017-06-24,4410.0
IJNOVBGU,MG Advanced,Konmatfix,Won,2017-09-03,3768.0
KYL4UFG5,GTX Basic,Bluth Company,Lost,2017-08-29,0.0
QFBITAKR,GTX Basic,J-Texon,Won,2017-08-10,507.0
VSZ4UVVN,GTX Plus Basic,Zumgoity,Won,2017-09-20,1144.0
31C5DVJT,MG Special,Cheers,Won,2017-09-22,44.0
EG3KHGPL,MG Advanced,Treequote,Won,2017-06-27,3470.0
ZI89S9HC,MG Advanced,Dalttechnology,Engaging,,
LSJ2A8ZX,GTK 500,Cheers,Won,2017-09-26,29166.0
9D06AK8T,GTX Plus Basic,Kan-code,Won,2017-08-10,1045.0
PPXIWYMT,GTX Plus Basic,Fasehatice,Won,2017-09-12,951.0
5653N8BM,GTX Plus Basic,Zoomit,Engaging,,
YWKJW726,MG Special,Stanredtax,Won,2017-08-20,43.0
ZVT9J7V1,MG Special,Zumgoity,Won,2017-06-15,55.0
477HSG28,GTX Basic,,Engaging,,
NOBIC0PD,GTXPro,Kan-code,Won,2017-08-17,4294.0
UKECBJV5,GTX Plus Pro,Streethex,Won,2017-08-29,4961.0
YT34YUZN,GTXPro,Betasoloin,Engaging,,
UWVT8M2Y,GTX Basic,Iselectrics,Lost,2017-08-18,0.0
FU00L2Y2,GTXPro,Ontomedia,Won,2017-09-23,4506.0
518D68L9,GTXPro,Zencorporation,Lost,2017-06-26,0.0
AOZKTGZG,GTX Basic,Singletechno,Won,2017-08-22,608.0
TKN1L8EX,GTX Plus Basic,Zathunicon,Won,2017-09-20,851.0
9GQ6HQLK,GTX Plus Basic,Inity,Won,2017-09-20,1143.0
0RL4RHQJ,GTX Plus Pro,Globex Corporation,Won,2017-06-25,6365.0
ZE9WX1Q9,MG Special,Fasehatice,Won,2017-08-21,54.0
MCA0202R,GTX Basic,,Engaging,,
QY6MB3QJ,GTX Basic,Sunnamplex,Lost,2017-08-14,0.0
RUYLZD4O,GTXPro,Sonron,Won,2017-06-29,4798.0
BOVKZHAZ,MG Special,Doncon,Lost,2017-08-29,0.0
3X5BD9NU,GTXPro,Fasehatice,Won,2017-06-25,4733.0
YT8YYRTU,GTX Plus Basic,Cheers,Won,2017-08-29,1250.0
6V7OMXY5,GTX Plus Pro,Faxquote,Won,2017-09-01,5966.0
0TR3RU8A,MG Special,Domzoom,Won,2017-09-10,61.0
3A7G5K0E,GTX Basic,,Engaging,,
WWCMITY9,GTXPro,Funholding,Engaging,,
TNWCER5C,GTX Plus Basic,,Engaging,,
GTOKTXRA,MG Special,Scotfind,Won,2017-09-20,48.0
SE6OIGYN,GTX Plus Basic,Isdom,Engaging,,
PBJ01MRE,MG Special,Zathunicon,Won,2017-09-21,53.0
L2NXQFPN,MG Special,Cheers,Lost,2017-06-20,0.0
0XWCTQL2,MG Special,Doncon,Won,2017-08-18,51.0
SY72RAK2,MG Advanced,Cheers,Won,2017-09-04,3314.0
38YQ4771,MG Advanced,Treequote,Lost,2017-08-20,0.0
K7FBRQCA,MG Special,Genco Pura Olive Oil Company,Won,2017-09-25,64.0
F4V2FXK0,MG Special,Isdom,Won,2017-06-24,58.0
WTAM4BED,MG Special,,Engaging,,
FZNEISTX,GTX Plus Basic,Mathtouch,Lost,2017-08-22,0.0
S34T8KPW,GTX Plus Pro,Massive Dynamic,Won,2017-08-04,4598.0
5F40OSXS,MG Advanced,Mathtouch,Won,2017-06-19,3424.0
AILF7GOP,MG Advanced,Umbrella Corporation,Won,2017-09-30,3399.0
LMJINVRQ,GTX Plus Basic,Betasoloin,Lost,2017-09-07,0.0
MHPI0ZW1,GTX Basic,Konmatfix,Lost,2017-09-04,0.0
WJ81WITC,GTX Plus Pro,Betatech,Lost,2017-08-16,0.0
AIAX4W1O,GTXPro,Treequote,Won,2017-09-10,5322.0
DFSRHCXU,GTX Basic,Donquadtech,Won,2017-08-28,496.0
1VFUCUWA,MG Advanced,Bubba Gump,Won,2017-08-27,3279.0
3IIDRUGI,MG Special,Scottech,Lost,2017-09-28,0.0
3VLKZISJ,MG Special,Scotfind,Won,2017-06-27,68.0
2GN2TRVV,GTX Basic,Treequote,Lost,2017-08-23,0.0
7HSRDCCK,GTX Plus Pro,,Engaging,,
WA4TPQ5U,GTX Plus Basic,Zoomit,Engaging,,
9C9GO9XO,GTX Plus Basic,Funholding,Lost,2017-08-21,0.0
ULES5Z21,MG Special,Bioholding,Won,2017-06-15,59.0
IITSDWWL,MG Advanced,Fasehatice,Won,2017-06-26,3205.0
8GYH6R9J,GTX Basic,Mathtouch,Lost,2017-06-27,0.0
C7ODMOS2,MG Advanced,,Engaging,,
8X890G2T,MG Special,Globex Corporation,Won,2017-06-23,55.0
74YVUL52,GTX Basic,Bubba Gump,Lost,2017-09-17,0.0
JS5N8USN,GTX Plus Basic,,Engaging,,
HH4I6PAY,GTX Basic,Ganjaflex,Won,2017-09-02,525.0
TAGD6XU9,MG Advanced,Isdom,Won,2017-08-25,3455.0
IIREXAQX,MG Advanced,Faxquote,Won,2017-06-25,3110.0
8GISH3I9,MG Special,Kinnamplus,Lost,2017-06-27,0.0
6M89XBL0,GTX Plus Pro,Scotfind,Won,2017-09-11,5053.0
YT2QLCVS,MG Advanced,Groovestreet,Won,2017-06-28,3539.0
3VC45PML,GTX Basic,,Engaging,,
4ICL09BD,GTX Basic,Rundofase,Won,2017-08-23,580.0
YWWVWOO4,MG Advanced,Rantouch,Lost,2017-06-20,0.0
8TTFFCIK,MG Advanced,Warephase,Won,2017-06-17,3468.0
5URQT67R,GTK 500,Treequote,Engaging,,
YX4E972E,GTXPro,Conecom,Engaging,,
OG13XT4P,MG Special,Ron-tech,Won,2017-09-19,54.0
ZYRRGSQK,MG Advanced,Bluth Company,Lost,2017-06-27,0.0
0LDX9VLO,MG Special,Scottech,Lost,2017-08-11,0.0
XFFFWJQH,MG Special,Gekko & Co,Lost,2017-08-20,0.0
KRSNQKC6,GTX Plus Pro,Zotware,Won,2017-06-28,6040.0
YY39ZQNV,GTXPro,The New York Inquirer,Won,2017-09-01,5857.0
YHVY1LHH,MG Advanced,dambase,Won,2017-06-25,3785.0
2BG4ZR42,GTX Plus Basic,Zathunicon,Lost,2017-09-19,0.0
QQCIN1M4,GTX Basic,Initech,Won,2017-06-26,420.0
KIMW6PXN,GTXPro,Xx-zobam,Won,2017-06-20,4939.0
AKFNIQR0,GTXPro,Scottech,Won,2017-06-30,4564.0
D5LEL3HF,MG Advanced,Rangreen,Won,2017-09-09,2683.0
6X4EEUGA,GTK 500,Cheers,Won,2017-06-30,25464.0
KTSB1KYT,GTX Basic,Hottechi,Won,2017-09-09,460.0
RB7IA4JX,GTX Basic,Rundofase,Won,2017-06-28,546.0
M4HY664H,GTX Plus Basic,Conecom,Won,2017-09-25,918.0
D2C191IK,MG Advanced,Domzoom,Lost,2017-06-29,0.0
I2V3EPW7,MG Advanced,Toughzap,Won,2017-08-02,3018.0
RB8LSFVK,MG Special,Sonron,Won,2017-08-24,52.0
ZU3GICE9,GTX Basic,,Engaging,,
7SYJDW4L,MG Special,Bioplex,Won,2017-08-04,50.0
OXNWRI4I,MG Special,,Engaging,,
O7E0302B,GTX Basic,Xx-zobam,Won,2017-09-13,524.0
U11XXNCF,MG Advanced,Xx-zobam,Won,2017-06-29,3306.0
HKV37WU9,GTX Basic,,Engaging,,
73FYEJQV,MG Special,Hatfan,Won,2017-06-22,54.0
C4CQ8FZL,MG Special,Hottechi,Won,2017-06-28,53.0
OJ1WKIVY,GTX Basic,Zencorporation,Won,2017-08-29,514.0
YXXWQA4G,MG Advanced,,Engaging,,
L1YN7LDL,MG Special,Bluth Company,Engaging,,
N9ZXCBTU,GTX Plus Basic,Konex,Won,2017-06-25,985.0
RLHNJZBW,GTXPro,Conecom,Won,2017-08-11,5843.0
GKHTT70P,GTXPro,Genco Pura Olive Oil Company,Won,2017-09-17,4577.0
GL8PN4LQ,MG Advanced,Isdom,Won,2017-06-24,3323.0
TTVQT1YD,MG Advanced,Betasoloin,Lost,2017-08-31,0.0
NOHEK8PU,GTX Basic,Ontomedia,Won,2017-09-17,483.0
56AN1DXW,GTX Basic,Initech,Lost,2017-08-22,0.0
WB44DF28,GTXPro,Vehement Capital Partners,Won,2017-09-18,5206.0
DJ60T39C,MG Advanced,Finhigh,Won,2017-09-04,3621.0
52H2CE10,GTXPro,Faxquote,Won,2017-06-25,4756.0
PVDGIYSB,GTX Plus Basic,Isdom,Lost,2017-08-29,0.0
F57Z7KJF,MG Advanced,Stanredtax,Won,2017-06-24,3228.0
NEFPSWOJ,GTX Plus Basic,Toughzap,Engaging,,
ZGSQMEQ9,GTX Plus Basic,Bioholding,Won,2017-09-17,1063.0
FM1RH52B,GTX Plus Basic,Yearin,Lost,2017-08-19,0.0
PFKDTEYU,GTXPro,Xx-zobam,Engaging,,
3C5GNT3Q,MG Special,,Engaging,,
0LRVHITK,MG Special,,Engaging,,
3NM7A8SX,MG Advanced,Newex,Won,2017-06-27,4234.0
1XWQZ1F8,GTX Plus Basic,Plussunin,Won,2017-09-16,1198.0
LXGNXNX1,GTXPro,Sumace,Won,2017-09-09,4960.0
YQK2K6U5,GTX Basic,Betatech,Won,2017-08-22,576.0
FROU0UKW,GTX Plus Pro,Globex Corporation,Won,2017-08-25,5614.0
SD8JJSKT,MG Advanced,Streethex,Won,2017-08-30,3422.0
HABN7JBG,GTX Basic,Rantouch,Engaging,,
2O76H591,MG Advanced,,Engaging,,
LCWP23CI,GTX Plus Pro,Finjob,Won,2017-06-24,5306.0
KSOW4MUK,GTX Basic,,Engaging,,
FHYD80FB,GTXPro,,Engaging,,
1ORXGKVH,GTXPro,Sonron,Engaging,,
XQ4FN1KA,GTXPro,Golddex,Lost,2017-09-06,0.0
9BTSKY01,MG Special,Inity,Won,2017-09-19,60.0
EGEJA2HY,GTX Basic,,Engaging,,
CQZSFN7C,GTK 500,Konex,Lost,2017-08-15,0.0
81LMZHD1,GTX Plus Pro,Bioholding,Won,2017-08-16,5018.0
TIPG6R0Z,GTX Basic,,Engaging,,
1J5Y9X1H,MG Advanced,Groovestreet,Won,2017-09-17,3295.0
6LC0XB2D,MG Special,Rundofase,Won,2017-08-29,61.0
YKC8JUSY,GTX Plus Pro,Mathtouch,Lost,2017-07-01,0.0
H3DYTZIQ,GTX Plus Basic,Scottech,Engaging,,
PAQTBHVA,MG Special,Zathunicon,Won,2017-09-23,59.0
HEWKNHTH,GTX Plus Pro,,Engaging,,
EFIR7HGR,MG Advanced,Groovestreet,Engaging,,
JRWBU9BS,GTXPro,Mathtouch,Won,2017-06-26,3720.0
DXF00KY4,MG Advanced,Isdom,Lost,2017-08-15,0.0
K6ZDH79M,GTXPro,Funholding,Won,2017-08-16,5088.0
GKL9QV5B,GTX Plus Pro,Scotfind,Won,2017-06-28,6666.0
1V3IQVOF,GTX Plus Basic,Ron-tech,Lost,2017-08-02,0.0
BH7EXL5M,GTXPro,Isdom,Won,2017-06-23,5115.0
H176AX96,MG Advanced,Gekko & Co,Engaging,,
K0HLZM4Q,GTX Basic,Stanredtax,Lost,2017-08-21,0.0
BTNSR87A,GTX Plus Basic,Isdom,Won,2017-07-01,1149.0
L58MN75X,GTXPro,Bioholding,Won,2017-09-15,5220.0
SWV0JUQJ,MG Special,Stanredtax,Won,2017-06-22,60.0
XU836DFA,GTX Basic,,Engaging,,
910IXBKP,GTX Basic,Lexiqvolax,Won,2017-06-22,551.0
NTNYA5PE,GTX Basic,Cheers,Won,2017-09-28,505.0
AHRCT8IP,GTX Basic,Warephase,Lost,2017-09-03,0.0
ESH4HX52,GTX Plus Pro,Globex Corporation,Won,2017-08-21,5472.0
P8LGQH9G,GTXPro,Genco Pura Olive Oil Company,Lost,2017-06-21,0.0
VT1LZKEY,GTX Basic,Fasehatice,Lost,2017-08-29,0.0
0WC2J3UP,GTX Basic,Funholding,Lost,2017-08-28,0.0
VWSFZUNS,GTX Plus Pro,Hottechi,Won,2017-08-24,5271.0
F3UB81V7,MG Special,Bioplex,Won,2017-08-23,49.0
SEX08VFB,MG Advanced,Opentech,Lost,2017-06-30,0.0
961ED0B1,GTX Plus Basic,,Engaging,,
FLANUQCV,GTX Plus Basic,Initech,Won,2017-09-21,1236.0
8MKXIQQK,GTXPro,Zencorporation,Won,2017-06-21,5388.0
NDMY5PPT,GTXPro,Conecom,Lost,2017-08-27,0.0
E4H6CBPJ,GTXPro,Funholding,Won,2017-09-26,5449.0
1FAMR9UR,GTXPro,Funholding,Won,2017-06-25,5030.0
SYJKN818,GTXPro,Hottechi,Won,2017-08-22,5195.0
VMTPCY5G,MG Special,Condax,Won,2017-06-25,55.0
CV0BDYMP,MG Special,Fasehatice,Won,2017-09-29,62.0
7DI7A7G7,GTX Basic,Sunnamplex,Won,2017-08-19,459.0
WE7YS7HD,GTX Basic,Y-corporation,Lost,2017-08-25,0.0
4DLOXD13,GTX Plus Basic,Y-corporation,Won,2017-08-07,1097.0
XN63KZRZ,GTX Plus Pro,Plexzap,Won,2017-09-29,5033.0
LLQCQOCR,GTX Plus Basic,,Engaging,,
WSG25BZ9,GTXPro,Blackzim,Won,2017-09-22,4966.0
6GL2LRUH,MG Special,Finjob,Won,2017-06-24,52.0
K0G1IB3Q,MG Special,Doncon,Won,2017-06-27,54.0
54OH0061,GTXPro,,Engaging,,
UYJDOT4Q,GTX Plus Pro,Sonron,Won,2017-09-12,5816.0
VOSSIXSY,MG Special,Condax,Won,2017-09-03,53.0
ILUMUKG8,MG Advanced,Plexzap,Won,2017-08-15,3994.0
DYUWF61W,GTX Plus Pro,Warephase,Lost,2017-06-28,0.0
NUNQGOUW,MG Special,Statholdings,Won,2017-09-04,57.0
CKT1GTY2,MG Special,Condax,Lost,2017-07-02,0.0
FUHP1IXR,MG Advanced,Scotfind,Won,2017-08-05,3752.0
TJEEFJG8,GTXPro,Condax,Won,2017-09-21,4759.0
ABRQIWS9,GTX Basic,Statholdings,Won,2017-08-24,555.0
B3K4Z5L0,GTX Basic,Umbrella Corporation,Lost,2017-06-24,0.0
PCVNB0NO,GTX Basic,,Engaging,,
IVCON5CU,GTX Plus Basic,Konex,Won,2017-09-20,1213.0
RQXFD7FW,GTXPro,Sonron,Won,2017-09-08,4428.0
LUP7FYS5,GTX Plus Pro,Xx-zobam,Lost,2017-07-02,0.0
WEKW3XIN,GTX Plus Pro,Condax,Engaging,,
REVQ7DSW,GTXPro,Konex,Lost,2017-08-08,0.0
YSNODM63,GTX Plus Pro,Streethex,Lost,2017-06-27,0.0
PN3T4FUG,GTX Basic,Xx-zobam,Lost,2017-09-21,0.0
AQ3HBL9S,GTXPro,Iselectrics,Lost,2017-06-25,0.0
VE4LZ8F5,MG Special,Kan-code,Won,2017-08-25,62.0
Q5R1PYJS,GTXPro,Bioholding,Lost,2017-09-11,0.0
5AOWZ6AG,MG Advanced,Silis,Won,2017-08-09,3546.0
E29GOFUV,MG Special,Sumace,Engaging,,
2MKG6ZDD,GTX Basic,Domzoom,Engaging,,
RUFJMV3I,MG Special,,Engaging,,
3AIA6RL3,GTX Plus Basic,Hottechi,Won,2017-08-20,1132.0
KDPBAHOJ,MG Advanced,,Engaging,,
OXPNURPT,GTX Basic,Cheers,Lost,2017-08-13,0.0
9TRVSW35,MG Special,Condax,Won,2017-08-19,57.0
GTH3VIDW,MG Special,Fasehatice,Won,2017-06-23,61.0
WFNKJ2LT,MG Special,Plusstrip,Won,2017-07-01,57.0
P7GCDFU8,GTX Basic,Massive Dynamic,Won,2017-09-14,649.0
96798U7Y,GTXPro,,Engaging,,
O22J2QPD,GTXPro,Donware,Lost,2017-08-15,0.0
ACOJBA02,GTX Plus Pro,Finhigh,Won,2017-07-01,4813.0
2FGEGLVU,MG Special,Doncon,Lost,2017-06-23,0.0
FQB53DQH,MG Special,Blackzim,Won,2017-07-01,51.0
1C2V9RAO,MG Advanced,Goodsilron,Won,2017-09-13,3241.0
MNTTYFR6,MG Special,Initech,Lost,2017-08-04,0.0
7FN6LV2E,GTX Basic,Sumace,Won,2017-09-12,592.0
B6Z5NFV0,MG Advanced,,Engaging,,
V8I2CE9V,GTX Basic,Zotware,Won,2017-09-20,506.0
VH6OFWCV,MG Advanced,,Engaging,,
1FXXXLJY,GTX Basic,Labdrill,Lost,2017-09-25,0.0
NYI5VMXK,MG Advanced,Codehow,Won,2017-09-06,3571.0
OJ1NQRDS,GTX Basic,The New York Inquirer,Lost,2017-08-30,0.0
Z9W748SJ,MG Special,Iselectrics,Won,2017-07-03,60.0
LWX9V7HI,MG Special,Konex,Won,2017-09-15,59.0
PAQOPSR0,GTX Basic,Silis,Won,2017-06-25,551.0
BJO4VYLK,GTXPro,,Engaging,,
AFQG21L7,GTXPro,Funholding,Lost,2017-07-01,0.0
RQJKAR7E,GTXPro,Isdom,Lost,2017-07-02,0.0
6BV9IARK,GTXPro,Isdom,Won,2017-07-01,4826.0
NTGU3NYS,MG Special,Green-Plus,Won,2017-09-30,58.0
3F5AAJZB,GTXPro,Gekko & Co,Won,2017-06-26,5622.0
RJH0CL3Z,MG Special,Hottechi,Lost,2017-07-02,0.0
EK0KWGQX,MG Advanced,Dontechi,Won,2017-08-27,3177.0
K33NPCAY,MG Special,Fasehatice,Won,2017-08-11,56.0
14CNQKX8,GTXPro,,Engaging,,
1LLRNE8G,GTX Plus Basic,Kan-code,Won,2017-09-22,990.0
EFWND7VS,GTX Basic,Warephase,Won,2017-09-30,587.0
IR2D4ZG5,GTX Plus Pro,Bioplex,Won,2017-06-27,6229.0
BYBZJBC9,MG Special,Warephase,Lost,2017-08-02,0.0
BO8DSRV7,GTX Plus Basic,Xx-holding,Won,2017-09-23,1027.0
LD1HNIUL,MG Advanced,Scotfind,Won,2017-06-23,3559.0
RX39Z0P1,GTX Basic,Green-Plus,Won,2017-08-28,506.0
PFHUAJ47,MG Special,Gogozoom,Lost,2017-07-03,0.0
CKJZ86N6,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-08-11,0.0
ASC1OWNE,GTX Plus Pro,Stanredtax,Won,2017-09-12,6250.0
WCEPUBH5,MG Advanced,Hottechi,Won,2017-09-12,3510.0
VHZFABAC,MG Special,,Engaging,,
VMIMPP6H,GTX Plus Basic,Umbrella Corporation,Won,2017-09-11,1078.0
B0XO4WY7,GTX Basic,Massive Dynamic,Won,2017-07-02,553.0
VYPIKMKO,GTX Basic,Toughzap,Won,2017-08-27,612.0
VCD47XNB,GTX Plus Basic,Funholding,Won,2017-06-26,1033.0
8QH99OEZ,GTX Plus Basic,Inity,Won,2017-09-13,1051.0
1DMERFNB,GTX Basic,Y-corporation,Won,2017-09-22,628.0
FR8FT0ZX,GTX Plus Pro,Green-Plus,Won,2017-09-04,4916.0
DG7LABPD,MG Advanced,Stanredtax,Won,2017-09-28,3590.0
ZMYUFTS9,MG Advanced,Domzoom,Won,2017-08-16,3207.0
P60EK5NN,MG Advanced,Zumgoity,Won,2017-09-21,2739.0
YRYMSUE3,GTX Basic,Gogozoom,Won,2017-07-03,557.0
UZOTC90C,GTXPro,Yearin,Won,2017-06-30,5302.0
5AAN00N1,MG Special,Domzoom,Lost,2017-08-26,0.0
JFHKBG40,MG Advanced,Zumgoity,Won,2017-07-01,3465.0
10THTNLC,GTX Plus Basic,,Engaging,,
RJD0D0GD,GTXPro,Zoomit,Won,2017-09-06,4356.0
L9IXFTIL,GTXPro,Gekko & Co,Won,2017-09-21,5301.0
QU6CFZ22,MG Advanced,,Engaging,,
HPBCTTV3,MG Advanced,Rangreen,Lost,2017-07-04,0.0
48FB5MD2,MG Special,Treequote,Won,2017-07-05,66.0
EJZM1INM,GTX Basic,Vehement Capital Partners,Lost,2017-07-03,0.0
FKNT3I12,GTXPro,Acme Corporation,Lost,2017-07-01,0.0
BLY5FD3N,GTX Plus Pro,Iselectrics,Won,2017-07-01,5640.0
LXLU6LFC,MG Advanced,Kinnamplus,Lost,2017-08-30,0.0
A60QAIT3,GTX Plus Basic,Kan-code,Won,2017-09-28,1291.0
RQ3BV2I5,GTXPro,Mathtouch,Won,2017-09-27,3729.0
W8CSV90F,GTXPro,Treequote,Lost,2017-08-23,0.0
0W6S0ODT,MG Special,Conecom,Won,2017-07-03,49.0
408AHOYL,MG Advanced,Singletechno,Lost,2017-07-03,0.0
557JX4BM,GTX Plus Basic,Plusstrip,Won,2017-09-12,1099.0
QPZFP9WT,GTXPro,Labdrill,Lost,2017-07-04,0.0
L5T284M7,MG Advanced,Condax,Lost,2017-07-03,0.0
G17TENJ4,MG Advanced,Konmatfix,Lost,2017-09-22,0.0
VRSTX620,GTX Plus Basic,Condax,Won,2017-07-02,932.0
Y9VWZ93C,GTX Basic,Silis,Lost,2017-07-01,0.0
Y6IIUECA,GTX Plus Basic,Donquadtech,Won,2017-07-04,880.0
LXWQDEU3,GTXPro,Ganjaflex,Won,2017-09-18,4801.0
P1E4KWF7,MG Special,Konex,Won,2017-07-01,59.0
BN84DD6H,MG Special,Finhigh,Lost,2017-07-05,0.0
R8MZ10BW,MG Special,Ron-tech,Won,2017-09-29,52.0
PI8RROK0,MG Advanced,Stanredtax,Won,2017-09-21,2949.0
GID40O2B,GTXPro,Doncon,Lost,2017-07-06,0.0
BJOY31DL,MG Special,Betasoloin,Engaging,,
KDRIBXNQ,MG Special,Konex,Won,2017-08-15,50.0
TCK6V290,MG Advanced,Plussunin,Won,2017-06-30,3863.0
O9WYT5ST,GTXPro,Kan-code,Engaging,,
VFZ5GB3W,GTX Basic,Golddex,Lost,2017-07-04,0.0
UKSS5YPE,MG Special,Stanredtax,Won,2017-07-02,64.0
EBLSL27F,GTX Plus Pro,,Engaging,,
13FIM9V3,GTXPro,,Engaging,,
RDDUG8VD,GTX Plus Basic,Umbrella Corporation,Lost,2017-07-03,0.0
Z3QJESWJ,GTX Plus Pro,Kinnamplus,Won,2017-08-22,5038.0
PYIQ65W0,GTXPro,Zotware,Won,2017-07-02,5088.0
RGRUF328,MG Special,Statholdings,Won,2017-08-14,48.0
TLSSOOVB,GTX Plus Basic,Dalttechnology,Lost,2017-07-04,0.0
74KGIZW4,GTXPro,Betasoloin,Engaging,,
2YBEN3MV,GTX Plus Basic,Green-Plus,Lost,2017-09-08,0.0
EFA9E6WV,GTX Plus Pro,Lexiqvolax,Won,2017-09-30,5056.0
YTSX7IW3,MG Special,Blackzim,Won,2017-07-02,59.0
86DMJ7GA,GTX Plus Basic,Cheers,Lost,2017-08-20,0.0
CMD0758L,GTX Basic,Faxquote,Won,2017-08-21,562.0
CM5MFWCO,MG Special,Codehow,Won,2017-09-10,63.0
0MNAGD91,MG Advanced,Betatech,Won,2017-07-05,3355.0
HSYU33MS,MG Special,,Engaging,,
9S749GJD,MG Advanced,Bluth Company,Lost,2017-07-05,0.0
LBZY9VUG,MG Special,Massive Dynamic,Won,2017-09-17,55.0
6UUTR15S,GTX Plus Pro,Newex,Won,2017-09-23,4059.0
DVPYKS4A,MG Advanced,Bubba Gump,Lost,2017-07-04,0.0
